ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 15-24,2023,49.444,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 25-34,2023,90.758,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 35-44,2023,95.491,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 45-54,2023,94.011,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 55-64,2023,85.792,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 65+,2023,46.65,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): Total,2023,50.639,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 15-24,2023,30.126,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 25-34,2023,60.352,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 35-44,2023,67.548,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 45-54,2023,64.579,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 55-64,2023,54.686,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 65+,2023,29.223,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): Total,2023,62.225,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 15-19,2023,25.675,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 20-24,2023,55.815,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 25-29,2023,70.997,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 30-34,2023,77.847,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 35-39,2023,79.818,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 40-44,2023,80.794,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 45-49,2023,80.036,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 50-54,2023,76.594,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 55-59,2023,72.678,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 60-64,2023,65.93,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 65+,2023,37.258,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): Total,2023,75.059,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 15-19,2023,30.667,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 20-24,2023,70.939,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 25-29,2023,87.491,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 30-34,2023,94.417,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 35-39,2023,95.681,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 40-44,2023,95.296,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 45-49,2023,95.151,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 50-54,2023,92.832,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 55-59,2023,89.563,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 60-64,2023,81.648,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 65+,2023,46.65,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): Total,2023,50.639,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 15-19,2023,20.249,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 20-24,2023,40.594,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 25-29,2023,56.535,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 30-34,2023,64.328,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 35-39,2023,66.561,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 40-44,2023,68.568,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 45-49,2023,66.559,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 50-54,2023,62.6,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 55-59,2023,57.706,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 60-64,2023,51.174,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 65+,2023,29.223,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15+",2022,63.388,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-64",2022,67.079,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-24",2022,42.096,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 25+",2022,70.347,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15+",2022,75.326,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-64",2022,79.192,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-24",2022,51.25,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 25+",2022,84.034,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15+",2022,51.979,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-64",2022,55.405,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-24",2022,31.901,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 25+",2022,57.906,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): Total,2022,63.388,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 15-24,2022,42.096,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 25-54,2022,78.454,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 55-64,2022,70.24,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 65+,2022,38.443,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): Total,2022,75.326,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 15-24,2022,51.25,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 25-54,2022,92.921,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 55-64,2022,84.697,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 65+,2022,48.301,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): Total,2022,51.979,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 15-24,2022,31.901,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 25-54,2022,65.363,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 55-64,2022,56.725,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 65+,2022,29.542,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): Total,2022,63.388,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 15-24,2022,42.096,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 25-34,2022,75.3,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 35-44,2022,80.619,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 45-54,2022,79.694,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 55-64,2022,70.24,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 65+,2022,38.443,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): Total,2022,75.326,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 15-24,2022,51.25,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 25-34,2022,90.163,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 35-44,2022,94.905,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 45-54,2022,93.931,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 55-64,2022,84.697,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 65+,2022,48.301,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): Total,2022,51.979,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 15-24,2022,31.901,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 25-34,2022,61.676,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 35-44,2022,67.692,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 45-54,2022,67.014,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 55-64,2022,56.725,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 65+,2022,29.542,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): Total,2022,63.388,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 15-19,2022,28.631,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 20-24,2022,58.072,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 25-29,2022,72.042,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 30-34,2022,78.669,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 35-39,2022,80.546,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 40-44,2022,80.689,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 45-49,2022,80.967,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 50-54,2022,78.327,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 55-59,2022,74.062,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 60-64,2022,65.75,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 65+,2022,38.443,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): Total,2022,75.326,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 15-19,2022,34.12,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 20-24,2022,72.416,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 25-29,2022,87.129,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 30-34,2022,93.492,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 35-39,2022,94.719,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 40-44,2022,95.082,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 45-49,2022,94.677,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 50-54,2022,93.125,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 55-59,2022,89.422,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 60-64,2022,79.177,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 65+,2022,48.301,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): Total,2022,51.979,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 15-19,2022,22.274,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 20-24,2022,42.82,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 25-29,2022,57.419,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 30-34,2022,65.846,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 35-39,2022,67.939,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 40-44,2022,67.448,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 45-49,2022,68.696,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 50-54,2022,65.216,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 55-59,2022,59.776,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 60-64,2022,53.123,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 65+,2022,29.542,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15+",2021,62.728,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-64",2021,66.296,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-24",2021,41.829,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 25+",2021,69.831,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15+",2021,75.316,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-64",2021,79.081,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-24",2021,52.481,,,,Repository: ILO-STATISTICS - Micro data processing
