ref_area.label,source.label,indicator.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2021,73.553,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2020,70.141,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2020,66.484,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2020,74.86,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2019,68.362,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2019,64.143,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2019,73.481,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2018,68.451,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2018,64.451,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2018,73.304,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2017,68.057,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2017,63.772,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2017,73.277,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2016,68.057,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2016,63.891,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2016,73.187,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2015,69.219,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2015,65.167,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2015,74.278,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2014,68.603,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2014,64.239,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2014,73.985,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2013,69.771,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2013,64.867,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2013,75.804,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2012,70.695,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2012,65.986,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2012,76.477,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2011,75.579,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2011,71.319,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2011,80.75,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2010,76.848,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2010,71.486,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2010,83.341,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2009,77.058,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2009,71.939,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2009,83.382,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2008,78.845,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2008,74.048,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2008,84.786,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2007,79.24,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2007,74.852,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2007,84.658,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2006,81.965,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2006,77.587,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2006,87.517,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2005,83.689,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2005,79.858,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2005,88.594,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Total,2004,91.067,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Male,2004,89.129,,,Repository: ILO-STATISTICS - Micro data processing
Peru,HS - National Household Survey,Informal employment rate by sex (%),Female,2004,93.534,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Total,2024,67.31,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Male,2024,66.482,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Female,2024,68.429,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Total,2023,66.838,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Male,2023,65.667,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Female,2023,68.456,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Total,2022,67.925,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Male,2022,66.691,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Female,2022,69.652,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Total,2021,69.254,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Male,2021,68.514,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Female,2021,70.308,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Total,2019,68.919,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Male,2019,68.143,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Female,2019,70.017,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Total,2018,70.295,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Male,2018,69.032,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Female,2018,72.109,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Total,2017,69.996,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Male,2017,69.1,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Informal employment rate by sex (%),Female,2017,71.324,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2016,72.165,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2016,71.729,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2016,72.818,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2015,70.695,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2015,70.239,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2015,71.337,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2014,70.128,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2014,69.449,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2014,71.125,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2013,71.48,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2013,70.84,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2013,72.362,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2012,74.242,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2012,73.33,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2012,75.523,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2011,73.898,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2011,73.09,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2011,75.094,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2010,76.749,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2010,75.5,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2010,78.745,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2009,77.561,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2009,76.521,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2009,79.167,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Total,2008,77.688,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Male,2008,77.367,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continous Household Survey,Informal employment rate by sex (%),Female,2008,78.201,,,Repository: ILO-STATISTICS - Micro data processing
Suriname,HIES - Survey on Living Conditions,Informal employment rate by sex (%),Total,2016,52.108,,,Repository: ILO-STATISTICS - Micro data processing
Suriname,HIES - Survey on Living Conditions,Informal employment rate by sex (%),Male,2016,56.358,,,Repository: ILO-STATISTICS - Micro data processing
Suriname,HIES - Survey on Living Conditions,Informal employment rate by sex (%),Female,2016,45.678,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2024,28.549,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2024,29.554,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2024,27.316,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2023,31.757,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2023,32.994,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2023,30.245,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2022,22.137,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2022,23.273,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2022,20.767,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2021,21.444,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2021,22.419,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2021,20.282,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2020,21.615,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2020,22.972,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2020,19.974,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2019,24.143,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2019,24.894,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2019,23.231,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2018,23.954,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2018,25.088,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2018,22.57,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2017,24.107,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2017,25.186,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2017,22.784,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2016,24.541,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2016,25.164,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2016,23.775,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2015,23.883,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2015,24.277,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2015,23.397,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2014,23.64,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2014,23.767,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2014,23.481,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2013,35.353,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2013,36.621,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2013,33.759,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2012,36.199,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2012,37.055,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2012,35.163,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2011,38.347,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2011,38.977,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2011,37.564,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2010,40.897,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2010,41.06,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2010,40.695,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2009,42.364,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2009,42.839,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2009,41.775,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2008,42.772,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2008,43.108,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2008,42.36,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2007,44.043,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2007,44.588,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2007,43.346,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Total,2006,44.357,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Male,2006,44.802,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,LFS - Continous Household Survey,Informal employment rate by sex (%),Female,2006,43.778,,,Repository: ILO-STATISTICS - Micro data processing
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Informal employment rate by sex (%),Total,2017,58.335,,,Repository: ILO-STATISTICS - Micro data processing
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Informal employment rate by sex (%),Male,2017,61.185,,,Repository: ILO-STATISTICS - Micro data processing
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Informal employment rate by sex (%),Female,2017,54.124,,,Repository: ILO-STATISTICS - Micro data processing
